Country,Year,total_pop,pop_dens_sq_km,urban_pop_perc,rural_pop_perc,elect_access_pop,ren_energy_cons_perc,clean_fuel_tech_cook_pop,co2_emiss_excl_lulucf,Gini coefficient (2021 prices),perceptions of criminality,homicide rate,police rate,incarceration rate,Access to small arms,intensity of internal conflict,violent demonstrations,Violent crime,Political instability,Political Terror Scale,weapons imports,terrorism impact,deaths from internal conflict,internal conflicts fought,military expenditure (% gdp),armed services personnel rate,un peacekeeping funding,nuclear and heavy weapons,weapons exports,refugees and idps,Neighbouring countries relations,external conflicts fought,deaths From external conflict,overall score,internal peace,external peace,safety and security,ongoing conflict,militarisation,"Agriculture, forestry, and fishing, value added (% of GDP)",Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Access to electricity (% of population),Adjusted savings: energy depletion (% of GNI),Adjusted savings: carbon dioxide damage (% of GNI),Access to clean fuels and technologies for cooking (% of population),"Agriculture, forestry, and fishing, value added (annual % growth)",Cluster
Brazil,2014.0,199899546.6153846,23.91675021162792,85.45923076923077,14.54076923076923,99.42307692307692,45.70769230769231,95.11538461538461,470.85407692307695,0.5284896,4.019230769230769,5.0,2.1347692307692308,3.371076923076923,3.9692307692307693,1.1538461538461537,2.173076923076923,4.115384615384615,1.6057692307692308,3.8846153846153846,1.0693076923076923,1.2424615384615385,2.2004615384615382,1.2915384615384615,1.6750769230769231,1.2557692307692307,2.925923076923077,1.5828461538461538,1.0385384615384614,1.0,1.0,1.1384615384615384,1.0,2.1532307692307695,2.7359999999999998,1.2791538461538463,2.941153846153846,1.3153846153846156,1.9778461538461538,4.511633381572577,1.6648143669958229,0.0,99.42307692307692,1.244443103934909,0.7699343836507402,95.11538461538461,3.122080276498125,1
China,2014.0,1370262692.3076923,145.955683343276,54.17515384615385,45.82484615384615,99.80000000000001,12.815384615384614,68.55384615384615,10399.152038461538,0.4027183453846154,1.9346153846153844,1.4365384615384615,2.5,1.949769230769231,2.0,2.8461538461538463,3.1153846153846154,2.0,2.7115384615384617,3.9615384615384617,1.081,2.7525384615384616,1.2055384615384617,1.1014615384615385,1.6140769230769232,1.2464615384615385,1.24,5.0,1.1253076923076923,1.0047692307692306,3.0,1.103846153846154,1.0,2.0844615384615386,2.2223076923076923,1.8781538461538463,2.307769230769231,1.8355384615384613,2.043461538461538,8.371678620734269,2.043670500377197,0.0,99.80000000000001,1.4917563100853024,3.4288176617916406,68.55384615384615,3.9028818567937447,1
Colombia,2014.0,46815467.84615385,42.19510396228376,79.37630769230769,20.62369230769231,97.82307692307693,31.06153846153846,88.51538461538462,75.85476153846153,0.5245894853846154,3.619230769230769,5.0,2.7363076923076926,2.704,4.0,4.0,1.8076923076923077,4.0,1.8557692307692308,3.8461538461538463,1.2227692307692308,3.616,2.2131538461538462,1.2996153846153846,2.018923076923077,1.8946923076923077,1.9890769230769232,1.194846153846154,1.0017692307692307,4.481692307692308,2.230769230769231,1.0,1.0092307692307694,2.6357692307692306,3.1010769230769233,1.9378461538461538,3.4284615384615384,2.1285384615384615,1.9316923076923078,6.256726643020657,4.659949166449713,0.0,97.82307692307693,4.353753057333806,0.8346821353691638,88.51538461538462,2.532950876351985,1
Dominican Republic,2014.0,10303958.538461538,213.3693412947884,77.41261538461539,22.587384615384615,98.5923076923077,16.346153846153847,89.0076923076923,22.634461538461537,0.4526266238461538,4.023076923076923,4.775230769230769,2.6014615384615385,2.775384615384615,3.0,1.6923076923076923,1.6538461538461537,3.0,2.25,3.230769230769231,1.0486153846153845,1.0,1.0,1.0,1.2955384615384615,1.6756923076923076,3.994153846153846,1.01,1.0023076923076923,1.001076923076923,2.0,1.0288461538461537,1.0,2.0389999999999997,2.424384615384615,1.4610769230769232,2.711461538461539,1.3436153846153844,1.8274615384615385,5.144861692466356,0.530801275495935,0.03488897161976656,98.5923076923077,0.0,1.1955759422239924,89.0076923076923,2.888816462009234,1
Ecuador,2014.0,16052695.384615384,64.63478573286916,63.25269230769231,36.74730769230769,98.13076923076923,14.576923076923077,94.13461538461539,38.66855384615384,0.4653990969230769,3.5384615384615383,3.969692307692308,2.3030769230769232,2.1569230769230767,3.1153846153846154,2.769230769230769,1.4615384615384615,3.0,3.076923076923077,2.3846153846153846,1.210076923076923,1.257153846153846,1.083076923076923,1.0244615384615385,1.890923076923077,1.511076923076923,2.3743846153846153,1.1246923076923077,1.0043076923076923,1.002153846153846,2.1923076923076925,1.0,1.0,2.0101538461538464,2.4026923076923077,1.4210769230769231,2.4892307692307694,1.6153846153846154,1.7473846153846155,7.7984497146967,7.9313285354852345,0.07690092964450722,98.13076923076923,7.785845711460695,1.4607799965012285,94.13461538461539,3.8178675889937663,1
El Salvador,2014.0,6148194.461538462,296.72753192753186,68.75469230769231,31.245307692307694,94.80000000000001,26.200000000000003,83.33076923076922,7.017769230769231,0.4155095315384615,3.6115384615384616,5.0,2.766230769230769,4.495076923076923,3.8461538461538463,2.230769230769231,1.3269230769230769,5.0,1.7980769230769231,2.5384615384615383,1.033076923076923,1.385153846153846,1.003076923076923,1.0,1.308076923076923,1.4566923076923077,1.7253846153846153,1.015923076923077,1.0,1.166153846153846,2.0,1.5173076923076925,1.0,2.167692307692308,2.7133076923076924,1.3491538461538464,2.981923076923077,1.496923076923077,1.6843076923076923,6.02723591016534,0.8911405371191149,0.8479062740951131,94.80000000000001,0.04323426302400182,1.0843404111216663,83.33076923076922,-0.703980265022931,1
Georgia,2014.0,3747859.3076923075,65.57016179174056,57.08184615384615,42.91815384615385,99.9923076923077,30.23846153846154,76.05384615384615,9.103707692307692,0.3759808792307692,1.7923076923076924,2.702,2.1705384615384613,3.7718461538461536,4.0,3.6923076923076925,1.5769230769230769,2.5384615384615383,2.923076923076923,2.423076923076923,1.6953076923076924,1.7826153846153845,1.1331538461538462,1.0203846153846154,2.5716923076923077,1.7692307692307692,1.3563846153846153,1.026076923076923,1.0416923076923077,3.5687692307692305,3.6923076923076925,1.5480769230769231,1.0,2.2955384615384613,2.4385384615384615,2.081384615384615,2.5919230769230768,2.1632307692307693,1.9405384615384615,8.346156839721202,0.5799403750667387,0.08637971074501448,99.9923076923077,0.021479752829949607,1.8380076989297238,76.05384615384615,2.891065024302761,1
Honduras,2014.0,9064825.23076923,81.01550836329638,54.493307692307695,45.506692307692305,86.25384615384615,50.15384615384615,45.08846153846154,9.389146153846154,0.5066199138461539,3.3423076923076924,5.0,1.7566153846153845,2.3552307692307695,4.0,2.3461538461538463,1.75,5.0,2.519230769230769,2.9615384615384617,1.029153846153846,1.3413846153846154,1.584846153846154,1.0851538461538461,1.4886923076923078,1.2246923076923077,3.3154615384615385,1.0067692307692306,1.0,1.2743846153846154,2.076923076923077,1.0288461538461537,1.0,2.2023076923076923,2.7063076923076923,1.4463846153846154,2.8623076923076924,1.616923076923077,1.8902307692307692,12.188751462656509,0.44141572802211637,0.30471631169471014,86.25384615384615,0.0013326821146628616,1.6868394561706854,45.08846153846154,3.0196753118042747,1
Indonesia,2014.0,258277776.46153846,137.56333569009868,52.59661538461538,47.40338461538462,96.33846153846154,29.307692307692307,60.28846153846154,507.77348461538463,0.3630221453846154,1.7807692307692307,1.281923076923077,1.7727692307692307,1.545076923076923,2.0,2.0,2.326923076923077,3.5384615384615383,1.8269230769230769,3.076923076923077,1.1176153846153847,2.683230769230769,1.299,1.0081538461538462,1.3423076923076922,1.214923076923077,1.5449230769230768,1.4851538461538463,1.0063076923076921,1.002,2.0,1.25,1.0,1.7148461538461537,1.9733076923076922,1.3273846153846154,2.075076923076923,1.4866153846153847,1.4067692307692308,13.586796464015377,3.0970354886957483,0.0,96.33846153846154,2.6438939985801735,1.9630954295959948,60.28846153846154,3.774959599623723,1
Iran,2014.0,81647324.07692307,50.1915499648145,72.76953846153846,27.230461538461537,99.73846153846154,0.9153846153846155,96.83846153846154,619.2436076923077,0.3704894161538462,2.776923076923077,2.161230769230769,3.480769230769231,3.1855384615384614,3.0,3.8461538461538463,2.5,2.0,3.7403846153846154,3.9615384615384617,1.1033076923076923,2.9303076923076925,1.952846153846154,1.250923076923077,2.4509230769230768,2.028769230769231,2.761923076923077,1.5875384615384616,1.0645384615384617,1.0355384615384615,3.8461538461538463,1.7692307692307692,1.2136923076923076,2.4630769230769234,2.7869230769230766,1.9770769230769232,2.7436923076923074,2.4770769230769227,1.9790769230769232,8.885644366873287,5.193835019597378,0.0,99.73846153846154,4.868626013319508,5.106294095320711,96.83846153846154,2.8472560869405417,1
Israel,2014.0,8243138.461538462,380.92137068107485,92.11961538461539,7.880384615384615,100.0,5.423076923076923,100.0,67.88320769230769,0.400598496923077,2.4307692307692306,1.8423076923076922,2.804076923076923,3.082076923076923,3.0,3.0,2.0384615384615383,2.0,2.3173076923076925,4.038461538461538,4.289846153846154,2.808153846153846,1.3931538461538462,1.684076923076923,3.5020000000000002,4.631153846153846,1.1475384615384614,5.0,5.0,1.0043846153846154,4.0,1.0384615384615385,1.1560000000000001,2.6725384615384615,2.551153846153846,2.8545384615384615,2.3968461538461536,2.191076923076923,3.8906923076923077,1.57231917543155,0.1263565541609707,0.0,100.0,0.07864282545681123,0.7522433162079083,100.0,0.08379226518491639,1
Kazakhstan,2014.0,17873244.230769232,6.620455691658048,57.133153846153846,42.866846153846154,99.98461538461538,1.5692307692307692,92.60769230769232,233.8001769230769,0.27755240000000003,2.8615384615384616,3.3734615384615383,2.3246153846153845,3.2452307692307696,4.0,2.5384615384615383,1.75,2.0,3.1923076923076925,2.769230769230769,1.4715384615384615,2.012,1.0,1.0,1.4423846153846154,1.3876153846153847,1.3093076923076923,1.2944615384615383,1.0046153846153847,1.006,2.3846153846153846,1.2115384615384615,1.0,2.002,2.4202307692307694,1.374923076923077,2.468538461538462,1.607846153846154,1.7717692307692308,4.778510083859873,9.247143655920397,0.0,99.98461538461538,7.37328895885255,4.919302035516282,92.60769230769232,2.9769230759271226,1
Kyrgyz Republic,2014.0,5949234.192307692,31.017905069383175,35.804307692307695,64.19569230769231,99.46153846153847,24.93846153846154,74.63846153846154,9.136138461538462,0.2859860823076923,3.226923076923077,3.1955384615384617,2.5,2.427769230769231,4.0,4.0,1.5,3.576923076923077,2.625,2.923076923076923,1.0253846153846153,1.445076923076923,1.0814615384615385,1.0203846153846154,1.6817692307692307,1.2874615384615384,3.5755384615384616,1.0195384615384615,1.1436153846153847,1.202,3.0,1.0,1.0,2.214384615384615,2.5905384615384617,1.6502307692307692,2.527769230769231,2.0246923076923076,1.9782307692307692,15.069172051047556,4.563863614005013,0.0,99.46153846153847,0.06064996868289256,4.742873573253652,74.63846153846154,2.1085053817165607,1
Moldova,2014.0,2802746.6153846155,97.60838654511984,42.60653846153846,57.39346153846154,99.66923076923078,20.46153846153846,94.66538461538462,8.223930769230769,0.2852357584615385,3.4269230769230767,3.0055384615384617,2.4099999999999997,2.8515384615384614,2.0,3.0,2.2884615384615383,2.0,3.2403846153846154,2.5,1.0,1.270846153846154,1.0,1.0,1.149,1.2420769230769229,1.7016153846153845,1.004,1.2763076923076921,1.036923076923077,3.0,1.35,1.0,1.972923076923077,2.2921538461538464,1.4940769230769233,2.4295384615384616,1.8374615384615385,1.3543076923076924,11.007567088581842,0.023901680341715564,0.0,99.66923076923078,0.023901680341715564,2.960307301281962,94.66538461538462,4.190612850716112,1
North Macedonia,2014.0,1917146.3076923077,76.01452019690063,57.495615384615384,42.504384615384616,99.72307692307693,19.83076923076923,72.52307692307691,8.67783846153846,0.37081368846153845,2.5,1.7852307692307692,3.430692307692308,2.054923076923077,4.0,2.3846153846153846,1.5,2.8076923076923075,2.9038461538461537,2.076923076923077,1.0183076923076924,1.2823076923076924,1.0,1.0,1.6292307692307693,1.6566153846153848,2.4883076923076923,1.009923076923077,1.0,1.0732307692307692,2.4615384615384617,1.5961538461538463,1.0,1.903,2.1623076923076923,1.5139999999999998,2.165153846153846,1.6276153846153845,1.8597692307692308,9.426143495065652,0.4586547553867701,0.0,99.72307692307693,0.008243236133169608,2.623322844821109,72.52307692307691,0.696539938769784,1
Panama,2014.0,3895954.153846154,52.484653459787516,66.41707692307692,33.58292307692307,90.66923076923078,21.96153846153846,100.0,10.050600000000001,0.5089897569230769,3.4884615384615385,4.176,2.9921538461538466,3.9250769230769227,3.0,1.0769230769230769,1.5576923076923077,2.8846153846153846,2.0288461538461537,1.3461538461538463,1.0,1.1054615384615385,1.0,1.0,1.551923076923077,1.0,2.401307692307692,1.007153846153846,1.0004615384615385,1.0006923076923075,2.0,1.0,1.0,1.8356923076923077,2.1822307692307694,1.316,2.466,1.2165384615384616,1.583923076923077,3.1215507515227046,0.06185167315507219,0.0,90.66923076923078,0.0036047254211321,0.8116213647899564,100.0,1.206191610524256,1
Paraguay,2014.0,6083056.846153846,15.310991306704862,60.43807692307693,39.56192307692307,98.53846153846153,62.276923076923076,62.75384615384615,6.523007692307692,0.48350305846153846,3.8076923076923075,4.095384615384615,2.4266923076923077,2.1967692307692306,4.0,2.769230769230769,1.6346153846153846,3.3846153846153846,2.3653846153846154,2.3846153846153846,1.0182307692307693,1.9684615384615385,1.0061538461538462,1.0,1.349076923076923,1.2652307692307692,2.413923076923077,1.004,1.0,1.0003846153846152,1.6153846153846154,1.1384615384615384,1.0,2.000923076923077,2.4923076923076923,1.2637692307692308,2.5605384615384614,1.4940769230769233,1.7709230769230768,11.193972361703024,1.727367907399614,1.6231965895214406,98.53846153846153,0.10417131787817252,0.6582360392148855,62.75384615384615,6.079528549049085,1
Peru,2014.0,30409558.846153848,23.75746784846154,77.17115384615384,22.82884615384615,91.91538461538462,29.692307692307693,73.58461538461539,50.509461538461544,0.4415942269230769,3.680769230769231,3.132230769230769,2.6529999999999996,2.7233846153846155,3.0384615384615383,2.0,1.5961538461538463,3.5384615384615383,2.0865384615384617,2.3846153846153846,1.231769230769231,2.4036923076923076,1.4996923076923079,1.081076923076923,1.5331538461538463,1.5028461538461537,3.0523076923076924,1.3523846153846153,1.0007692307692309,1.0053076923076922,1.9230769230769231,1.1846153846153846,1.0,2.0016923076923074,2.3796153846153847,1.4347692307692308,2.5103846153846154,1.5130769230769232,1.8126153846153845,6.99276196073627,4.43975548714227,0.1850133888092969,91.91538461538462,0.44421925591878686,0.9738697082724012,73.58461538461539,3.1463012977450733,1
Russian Federation,2014.0,144143282.0,8.801638041945743,74.04176923076923,25.95823076923077,99.21538461538461,3.338461538461538,99.54615384615384,1753.6036384615386,0.38866859076923077,3.3153846153846156,4.189461538461538,3.609692307692308,4.693692307692308,4.0,3.0,2.230769230769231,3.076923076923077,2.8653846153846154,3.9615384615384617,1.0344615384615385,3.431923076923077,2.2516923076923074,1.6639230769230768,2.362230769230769,1.966076923076923,1.5754615384615387,5.0,5.0,1.0274615384615384,4.153846153846154,2.246153846153846,1.0,2.970846153846154,3.1407692307692305,2.716076923076923,3.2026923076923075,2.4720769230769233,3.286769230769231,3.5238855768974613,6.805871951722974,0.0,99.21538461538461,6.452845777040701,3.478380269940643,99.54615384615384,2.0343748214425434,1
Thailand,2014.0,69994292.38461539,137.00462405726338,46.79484615384615,53.20515384615385,99.22307692307693,22.930769230769233,77.46538461538461,263.7113538461538,0.3740023476923077,2.4923076923076923,2.8063076923076924,2.529923076923077,4.158153846153846,2.0,3.0,2.0,3.576923076923077,3.1538461538461537,3.5,1.1774615384615386,3.6426923076923075,2.173230769230769,1.4736153846153845,1.6836923076923076,1.724153846153846,1.2946923076923076,1.525,1.0110000000000001,1.0001538461538462,2.5384615384615383,1.1384615384615384,1.0184615384615385,2.237769230769231,2.7537692307692305,1.4637692307692307,2.8522307692307693,2.0136153846153846,1.4922307692307692,9.667624980931318,1.6538514296678888,0.0,99.22307692307693,1.6407650035636143,2.164042256887481,77.46538461538461,0.8310540805802358,1
Turkiye,2014.0,77241727.76923077,100.36215813992547,72.99753846153847,27.00246153846154,99.95384615384616,12.946153846153846,94.6923076923077,364.99863846153846,0.41228800615384614,3.0461538461538464,2.4862307692307692,3.438846153846154,2.740923076923077,2.9615384615384617,3.8846153846153846,2.5384615384615383,3.0,2.923076923076923,3.769230769230769,1.6625384615384615,3.659307692307692,2.405923076923077,1.749076923076923,1.7946153846153845,1.9176923076923076,1.16,2.428,1.2172307692307691,1.0495384615384615,3.423076923076923,1.5480769230769231,1.3275384615384616,2.497153846153846,2.9323846153846156,1.8444615384615386,2.8093076923076925,2.5448461538461538,1.9347692307692308,7.0367986979904265,0.19486205360430506,0.0,99.95384615384616,0.08300219597040391,1.4953410453835625,94.6923076923077,3.658591528337143,1
Ukraine,2014.0,45861547.384615384,79.16312761354834,68.97161538461538,31.028384615384617,99.96923076923076,4.646153846153846,94.91153846153846,262.7377230769231,0.25344140692307693,3.3884615384615384,2.8416923076923077,2.893384615384616,2.974923076923077,3.4615384615384617,3.5384615384615383,1.7307692307692308,3.4615384615384617,3.3076923076923075,3.3076923076923075,1.0102307692307693,2.090461538461539,1.7953076923076923,1.404846153846154,1.7733076923076925,1.538769230769231,1.9896923076923076,1.4578461538461538,2.6313076923076926,1.529923076923077,3.8461538461538463,1.4038461538461537,1.0,2.457,2.764692307692308,1.9951538461538463,2.792307692307692,2.3226923076923076,2.0751538461538463,9.075311380876851,1.0663831115707259,0.0,99.96923076923076,0.779734468295021,5.517820598918783,94.91153846153846,3.116159363479046,1
United States,2014.0,318132924.53846157,34.778432010169155,81.51007692307692,18.489923076923077,100.0,8.86923076923077,100.0,5155.757430769231,0.4115141753846154,2.2115384615384617,2.751153846153846,2.0686923076923076,5.0,3.0,1.3076923076923077,3.7115384615384617,1.3076923076923077,1.0673076923076923,2.6153846153846154,1.1637692307692307,2.6467692307692308,1.0892307692307692,1.154076923076923,2.9076153846153847,1.698846153846154,1.1771538461538462,5.0,4.565615384615385,1.000076923076923,2.0,4.003846153846154,1.8616923076923075,2.308846153846154,2.1342307692307694,2.570923076923077,2.3305384615384614,1.7461538461538462,3.0347692307692307,0.9768802689211815,0.3255148996055785,0.0,100.0,0.2624765944847856,0.947049231415228,100.0,1.4751124059046548,1
