country_name,country_code,year,agriculture_forestry_and_fishing_value_added_percent_of_gdp,adjusted_savings_natural_resources_depletion_percent_of_gni,access_to_electricity_percent_of_population,adjusted_savings_energy_depletion_percent_of_gni,adjusted_savings_carbon_dioxide_damage_percent_of_gni,access_to_clean_fuels_and_technologies_for_cooking_percent_of_population,agriculture_forestry_and_fishing_value_added_annual_percent_growth
Canada,CAN,2014,1.58654807741954,0.544167648469431,100,0.359203139758369,1.06453263983795,100,-6.664101731
Canada,CAN,2015,1.86983594598587,0.150822515217802,100,0.0300155530949673,1.2675694152853,100,4.35427466604817
Canada,CAN,2016,1.86222589313529,0.245201369936091,100,0.123509347986923,1.32486989068137,100,4.11467406237892
Canada,CAN,2017,1.88999463244888,0.356668958676595,100,0.210662547630561,1.3054113337241,100,2.29841577824936
Canada,CAN,2018,1.69989157622406,0.507451321381241,100,0.410042163909339,1.3400498266271,100,-0.385585678
Canada,CAN,2019,1.69707935336103,0.525706548992231,100,0.416681056579483,1.37589022227728,100,2.30509617654526
Canada,CAN,2020,1.83978931118122,0.359354442831679,100,0.223536262915073,1.40957149716294,100,0.339550138005265
China,CHN,2008,10.0099770734138,5.690314442,98.8,4.22543644483576,4.17967407498105,52.7,5.15600466411712
China,CHN,2009,9.47299581661597,2.29463084104623,99.1,1.67546271504232,4.18562882614847,55.2,4.00242578281791
China,CHN,2010,9.16649906130733,3.89428267632036,99.7,2.47644230809394,3.99595185817118,57.4,4.25106968434066
China,CHN,2011,9.0338458593332,4.90180082870578,99.9,3.16149821272887,3.70109501132644,60.1,4.17428925322372
China,CHN,2012,8.96505673533992,2.46960876307476,99.9,1.98329766843015,3.48275381695519,62.9,4.46654195520715
China,CHN,2013,8.78442131602471,1.84082793001625,100,1.47248716740963,3.40007798793518,65.8,3.80719982855142
China,CHN,2014,8.48242940933654,1.41385938821833,100,1.17449560810056,3.21224818860961,68.8,4.05046823730937
China,CHN,2015,8.22401359479525,0.705545701869656,100,0.55146891809536,3.11477302205045,71.5,3.89852146567351
China,CHN,2016,7.90065017505416,0.602688601577589,100,0.468471119066501,3.17255178075131,74.4,3.27781355688161
China,CHN,2017,7.32839239286042,0.722467199027478,100,0.582954445963903,3.0726758994738,77.1,3.96129100098636
China,CHN,2018,6.91714289236836,0.834345313350498,100,0.704281724834458,2.97454025480266,79.5,3.48291750057849
China,CHN,2019,7.00621575788341,0.722276040174109,100,0.554702096120324,3.0662293909793,82,3.07679355873209
China,CHN,2020,7.54018198521241,0.475068779435521,100,0.361833602387154,3.01642949110669,83.8,3.13212764989927
Colombia,COL,2008,6.6873848504052,6.70878012580192,96.8,6.39138124558217,0.686143197306281,83.9,-0.805188996
Colombia,COL,2009,6.68974069628809,3.9663951339094,96.1,3.56477950392836,0.759474487878302,84.9,-0.232995115
Colombia,COL,2010,6.32485387641069,5.34449561936638,96.8,4.74812118007598,0.656697039619914,85.6,0.303852142032042
Colombia,COL,2011,6.09169610822215,8.18722539440023,96.7,7.56590278776167,0.642619849527985,86.5,1.91022206644469
Colombia,COL,2012,5.58268705354932,7.02085517523747,97,6.48057843643001,0.607054086136133,87.1,2.50331646440327
Colombia,COL,2013,5.39271495449472,6.29680705318058,97.8,6.02790826677731,0.673491688113165,87.9,7.45356500898741
Colombia,COL,2014,5.44695721474421,5.49901541071731,97.8,5.30310431609835,0.720185808642697,88.8,2.91067246570759
Colombia,COL,2015,5.98042480849816,2.90241422516831,98.2,2.77216533332884,0.963147212328298,89.4,4.29995665366276
Colombia,COL,2016,6.60641226605787,2.26984911807748,98.4,2.05504472759822,1.06156525483305,90,2.73668024270634
Colombia,COL,2017,6.38966355268118,2.86215964120698,98.5,2.69739587430891,0.915335743866381,90.7,5.57634352055987
Colombia,COL,2018,6.22570968960033,4.05840433409309,98.5,3.9376621025169,0.944714301166553,91.4,1.59393080194643
Colombia,COL,2019,6.41072082168314,3.53508263703346,99.4,3.37635502999402,1.04560784121305,91.9,2.71732981331323
Colombia,COL,2020,7.50848046663348,1.92785529565366,99.7,1.67839094093874,1.17483124916732,92.6,1.96067632318113
Costa Rica,CRI,2008,6.97696046934205,0.143358097778531,99.3,0.138506564628074,0.667987290150314,91.8,-3.239404101
Costa Rica,CRI,2009,7.04962970066208,0.040693534904343,99.4,0.0349275129067223,0.668512168310354,92.1,-3.355241939
Costa Rica,CRI,2010,6.48518940835915,0.013125611762689,99,0,0.557109379937281,92.4,6.33269859105306
Costa Rica,CRI,2011,5.5998721220925,0.0262228046636563,99.2,0,0.536044612810024,92.8,-0.160541295
Costa Rica,CRI,2012,5.13084191424833,0.0762679736800369,99.5,0.0570418941616766,0.50566256308128,93.2,4.94038719976867
Costa Rica,CRI,2013,4.78335093285463,0.0536513386089186,99.6,0.0509240385860012,0.511977541882497,93.5,0.0110652341374049
Costa Rica,CRI,2014,4.88788378992891,0.0477731343010405,99.4,0.0459362185862528,0.528314266239871,93.9,2.23397966061579
Costa Rica,CRI,2015,4.74911042906871,0.018892425144203,99.4,0.0177567007849928,0.484974630590781,94.2,-2.483793459
Costa Rica,CRI,2016,4.91435578688065,0.0155307144106604,99.5,0.0138221212255343,0.514518948435381,94.6,5.28433765133568
Costa Rica,CRI,2017,4.69977633148224,0.0066579564754723,99.6,0.0050387020420813,0.538862614029635,95,3.74433663703304
Costa Rica,CRI,2018,4.48382833719027,0.0076969668000433,99.7,0.0076969668000433,0.555090281720763,95.3,4.00816117224885
Costa Rica,CRI,2019,4.20205116302573,0.0056035929004572,99.7,0.0056035929004572,0.554613849222956,95.6,-1.465229632
Costa Rica,CRI,2020,4.34422556037506,0.0029369016504744,99.9,0.0029369016504744,0.558689061535442,95.9,-1.371192552
Croatia,HRV,2008,3.88030832432228,0.883794415537774,100,0.740307081911092,0.849530477846717,100,7.22429440427877
Croatia,HRV,2009,3.98546340461416,0.618835360981126,100,0.488947583310032,0.919779648516428,100,-2.098076676
Croatia,HRV,2010,3.64408613607008,0.759551195955811,100,0.600397396113374,0.948477977778594,100,-9.07991979
Croatia,HRV,2011,3.62384529205944,1.0977535955936,100,0.868134675376242,0.924972246060416,100,-2.70613388
Croatia,HRV,2012,3.28369094158984,1.08740497241583,100,0.82314131320528,0.975505265923715,100,-18.51524745
Croatia,HRV,2013,3.43732378132164,0.90294148153851,100,0.654158363196043,0.949630856386404,100,5.12893415259168
Croatia,HRV,2014,2.9385340138072,0.693055598963159,100,0.483857075867778,0.949975562761183,100,-13.90769775
Croatia,HRV,2015,2.96346586722837,0.568665137596705,100,0.35992656584487,1.14261861941613,100,2.39872119961917
Croatia,HRV,2016,3.05956715019888,0.419380996034238,100,0.228359094907662,1.17724377884635,100,6.47476582583073
Croatia,HRV,2017,2.8900346997748,0.52172248249914,100,0.296263406886023,1.15915656470716,100,-2.178227664
Croatia,HRV,2018,2.95085788602142,0.598080236982875,100,0.399806119405091,1.03719020743601,100,6.17607431747544
Croatia,HRV,2019,2.85681403192909,0.462903313158106,100,0.282884644363526,1.07995219034088,100,1.2965346847013
Croatia,HRV,2020,3.12844347844386,0.305707601664697,100,0.131149889502535,1.05163227168159,100,1.95130975280688
Cyprus,CYP,2008,2.09331209487447,0.0138143659601653,100,0.012105602790694,0.831932602483897,100,-8.166859715
Cyprus,CYP,2009,1.98881944002316,0.016307457734791,100,0.0066318533757411,0.883848252720826,100,-8.456097203
Cyprus,CYP,2010,2.05766089497283,0.0237027728580779,100,0.0042554418147126,0.887576776731153,100,7.66172563208929
Cyprus,CYP,2011,2.14531871795227,0.0377653432829421,100,0.0074209834341139,0.802275869621009,100,4.91640396242701
Cyprus,CYP,2012,2.00128009868188,0.0378552986097279,100,0.0083176668771627,0.886812413324042,100,-4.549421967
Cyprus,CYP,2013,2.03633566673278,0.0223798368778124,100,0.0025152993965882,0.877872926848819,100,-4.90913954
Cyprus,CYP,2014,1.84487621232733,0.0175027220000039,100,0.0018519884609688,1.01420872383917,100,-14.90449688
Cyprus,CYP,2015,1.86798451841109,0.0090907444718949,100,0,1.20423445613643,100,2.91530940024127
Cyprus,CYP,2016,2.14376219902412,0.0002240835969239,100,0.0002240835969239,1.2828283482371,100,16.5112908273352
Cyprus,CYP,2017,1.85263298228741,0.0032434280526464,100,0,1.23631980582993,100,-6.861754138
Cyprus,CYP,2018,1.71813809861456,0.0030937851269758,100,0,1.14295242556005,100,-2.522375298
Cyprus,CYP,2019,1.74820542874204,0.0023663674779581,100,0,1.19472095078049,100,6.16690585496625
Cyprus,CYP,2020,1.82533569194245,0.005654370404099,100,0,1.22486453398007,100,-2.203650017
Czechia,CZE,2008,1.92036584435566,0.477737794386401,100,0.453354769203405,1.42775413425145,100,1.11032692259218
Czechia,CZE,2009,1.75886230026321,0.198173141230698,100,0.181104348377719,1.58985539608635,100,29.7480897952061
Czechia,CZE,2010,1.52258196973334,0.298843413655612,100,0.26693508889098,1.65853509110724,100,-19.5748033
Czechia,CZE,2011,1.96393230867654,0.330178481675605,100,0.312252364402815,1.54303620376923,100,-6.972299533
Czechia,CZE,2012,2.23162666151254,0.183764875390195,100,0.168297032806139,1.68634983468687,100,8.50025680534155
Czechia,CZE,2013,2.34758315581321,0.109373594926078,100,0.0906553346737735,1.64937447606788,100,-1.559763314
Czechia,CZE,2014,2.39269564510297,0.0966059523605795,100,0.0759703812362683,1.68381975342311,100,7.04359116154937
Czechia,CZE,2015,2.25892571347988,0.0817971148616068,100,0.0531478385403741,1.96838993090579,100,9.02280971687199
Czechia,CZE,2016,2.14809736879598,0.0897843648038061,100,0.0476146788627765,1.99599130978494,100,5.17228946690702
Czechia,CZE,2017,2.10545968755889,0.123869670670436,100,0.055763707836476,1.84735658165973,100,-3.989382542
Czechia,CZE,2018,1.96856224682798,0.176675040184413,100,0.0584818237036871,1.67982059401738,100,3.3512542974608
Czechia,CZE,2019,1.89151770908811,0.223781034098388,100,0.0397075076561425,1.65480912075994,100,4.63043392427053
Czechia,CZE,2020,1.94399138825301,0.246201643571998,100,0.0238354261069612,1.58192758924502,100,6.88968763856263
Denmark,DNK,2008,0.841682850350501,1.8417404976907,100,1.83319644236166,0.376537539596197,100,-25.58015193
Denmark,DNK,2009,0.806945931238911,0.995777560180507,100,0.988014501522026,0.407988479539864,100,-4.767701828
Denmark,DNK,2010,1.1884393485634,1.01593477645678,100,1.01028165347472,0.420208970286564,100,32.412234710122
Denmark,DNK,2011,1.26832807403315,1.35863638755882,100,1.35365515744707,0.366000706430685,100,-13.41002823
Denmark,DNK,2012,1.61758219917433,1.26521746957683,100,1.25678921696254,0.354968021409529,100,12.1906851452533
Denmark,DNK,2013,1.25664041508446,0.954891065682306,100,0.945527856652802,0.364416102314749,100,-4.81423292
Denmark,DNK,2014,1.35342720224903,0.797731914194824,100,0.78711419250431,0.329681701377447,100,18.4880290862258
Denmark,DNK,2015,0.908318060929302,0.439260844554109,100,0.428259155995448,0.375634148287735,100,-14.61254317
Denmark,DNK,2016,0.92879780499665,0.287534744912893,100,0.279282925222703,0.39536979152771,100,-15.04259041
Denmark,DNK,2017,1.25985806734514,0.395815903926038,100,0.388637479367391,0.365250732284191,100,15.3220478242069
Denmark,DNK,2018,0.99704488734783,0.476981359246903,100,0.468953919846874,0.353912833712021,100,-0.415925181
Denmark,DNK,2019,1.24122741169144,0.351826481931893,100,0.345542135594954,0.339691268719626,100,3.40740642339192
Denmark,DNK,2020,1.33752008668451,0.113631700049912,100,0.108355543126393,0.314726172309054,100,2.50381795658858
Dominican Republic,DOM,2008,6.27099180121697,0.14270699249789,97.6,0,1.1910051506137,87.1,-3.760442903
Dominican Republic,DOM,2009,6.01021373970952,0.0719189749466201,97.9,0,1.16665607104743,87.3,8.94579329481874
Dominican Republic,DOM,2010,5.87493178504912,0.104515293691831,98.1,0,1.13800154767456,87.5,6.60415064841358
Dominican Republic,DOM,2011,5.4136207001604,0.195028798245037,97.9,0,1.11825865532371,87.6,5.85609418658002
Dominican Republic,DOM,2012,5.13892705786417,0.302615837441138,97.9,0,1.155758875,87.9,1.8193512057977
Dominican Republic,DOM,2013,4.99410588425629,0.797479902725912,98.4,0,1.15258594536113,88.3,1.65134549195184
Dominican Republic,DOM,2014,4.83780303264764,0.801066589554608,98.5,0,1.12968772370702,88.6,1.26664673321115
Dominican Republic,DOM,2015,5.05883234424627,0.395470185079365,98.6,0,1.20227134267773,89.1,1.22969729972144
Dominican Republic,DOM,2016,5.02704510564373,1.01866944221945,98.9,0,1.21883419996629,89.6,4.44773053750936
Dominican Republic,DOM,2017,4.83760934052653,0.819658746748071,100,0,1.15633100179512,90.2,4.10289678666682
Dominican Republic,DOM,2018,4.57147323875274,0.680582818121921,98.9,0,1.2112991439077,90.7,2.64453024050424
Dominican Republic,DOM,2019,4.32511956961036,0.731701660605675,99,0,1.30832873531333,91.3,4.41088297490921
Dominican Republic,DOM,2020,4.52252840237889,0.839001339569638,100,0,1.39346885621818,91.9,-1.664062491
Ecuador,ECU,2008,7.3493757008365,15.4229786037291,97.2,15.1358247991483,1.4106530486683,93.4,3.28353966027557
Ecuador,ECU,2009,8.61225542007853,7.34247339167073,96.5,6.95873565739405,1.55581231744525,93.6,2.69891609390656
Ecuador,ECU,2010,8.33021025899583,9.85463781154314,97.5,9.3046686895969,1.55250455861839,94,0.466834329340642
Ecuador,ECU,2011,7.90853917487421,13.6272821046914,96.9,13.4798499021284,1.41752746341651,93.95,9.28188542384545
Ecuador,ECU,2012,6.99944108995073,12.0214343390994,97.2,11.8785018925995,1.33089547172516,94,0.16038673373437
Ecuador,ECU,2013,6.96320880489033,10.5653480606039,98,10.437101572399,1.37015668237853,94.2,8.58683592347647
Ecuador,ECU,2014,7.40439967003185,9.82743939571769,99,9.75776834533724,1.40540973534925,94.2,8.78646504640372
Ecuador,ECU,2015,8.02049629728797,3.72889549838102,98.8,3.67848724402361,1.48076804678667,94.3,4.00033609839008
Ecuador,ECU,2016,8.07212585894998,2.95546850351073,98.7,2.89048535184992,1.4583891400784,94.4,1.5650391409165
Ecuador,ECU,2017,7.90222040951574,4.08692674248751,99.2,4.02018428463868,1.41611455981639,94.4,7.52436734021522
Ecuador,ECU,2018,7.64505994805811,6.22088305258164,98.7,6.22088305258164,1.50339681786201,94.5,1.02873267317602
Ecuador,ECU,2019,7.78676459859086,5.1141433200136,99.1,5.1141433200136,1.52686085519039,94.4,2.30445289674329
Ecuador,ECU,2020,8.38574905899645,2.33936013727819,98.9,2.33936013727819,1.56165125718072,94.4,-0.055512704
Estonia,EST,2008,3.40126152586792,1.32201783425096,100,1.32201783425096,2.14058460241747,100,2.07570129677505
Estonia,EST,2009,2.47104873277575,0.751767919059132,100,0.751767919059132,2.18360330329659,100,-18.67953477
Estonia,EST,2010,3.17092945309266,0.581538339036547,100,0.581538339036547,2.93923574822786,100,9.28974767376849
Estonia,EST,2011,3.66566862923271,0.718355969502699,100,0.718355969502699,2.46037884762642,100,8.29442291870302
Estonia,EST,2012,3.2843229052027,0.82417267100568,100,0.82417267100568,2.37842049813308,100,1.65906666948048
Estonia,EST,2013,3.04742973666601,0.731733642840825,100,0.731733642840825,2.54833542962133,100,-4.960485701
Estonia,EST,2014,3.11496161660999,0.785908942645014,100,0.785908942645014,2.33441504584196,100,12.2586173582116
Estonia,EST,2015,2.80642152865051,0.465476776252943,100,0.465476776252943,2.41368417322993,100,2.78451305446295
Estonia,EST,2016,2.0715978609001,0.314829889466987,100,0.314829889466987,2.43964168283237,100,-23.78976829
Estonia,EST,2017,2.33885596628311,0.519486628619975,100,0.519486628619975,2.38076312277948,100,6.82860838777356
Estonia,EST,2018,2.04938469969066,0.798768778762908,100,0.798768778762908,2.00232641309679,100,-10.47102907
Estonia,EST,2019,2.265648963,0.733624881780431,100,0.733624881780431,1.36120628067655,100,22.7972318560309
Estonia,EST,2020,1.93181527353408,0.374756824367254,100,0.374756824367254,1.27384593673205,100,-12.44159411
Finland,FIN,2008,2.20537134561628,0.0231279047668591,100,0,0.531323816116055,100,0.149297640836778
Finland,FIN,2009,2.25383112774094,0.0202676429644484,100,0,0.58302781483515,100,7.15526725205393
Finland,FIN,2010,2.36676641136983,0.102267660487651,100,0.0264536212387585,0.7072984989437,100,-1.553429916
Finland,FIN,2011,2.25898661809719,0.127635909153775,100,0.0274872479754791,0.594283193354516,100,-1.460200176
Finland,FIN,2012,2.18836399205502,0.169529809435898,100,0.036928502161732,0.591593193055203,100,-5.114717164
Finland,FIN,2013,2.21182621856833,0.109653814140913,100,0.0408992326382403,0.595431132188297,100,0.277067886520157
Finland,FIN,2014,2.21758033567317,0.089001222911771,100,0.041878688072028,0.559856954473009,100,5.6769736108252
Finland,FIN,2015,2.06049706934612,0.0502783941440305,100,0.0250863866362488,0.62867988302609,100,2.94747320669062
Finland,FIN,2016,2.08977502932082,0.0275560104332892,100,0.0038668382947648,0.678536881955109,100,0.0461599602044913
Finland,FIN,2017,2.06803556647353,0.0795437714076099,100,0.0160206224171637,0.62933412608608,100,1.01546717947585
Finland,FIN,2018,2.11422780880102,0.0884182985547281,100,0.028117225590218,0.630957101940626,100,-1.416497714
Finland,FIN,2019,2.18977184111891,0.0423693160918881,100,0.0306156319085288,0.615142651570817,100,11.5179604765141
Finland,FIN,2020,2.24039393029227,0.024237901265579,100,0.015773869396467,0.580028744307766,100,-0.664996828
France,FRA,2008,1.42030674677991,0.0146065165135699,100,0.014098351765533,0.320881951951605,100,4.14681958359635
France,FRA,2009,1.23241577481447,0.0090736536895202,100,0.0083449252342731,0.343573721216378,100,6.20298026113537
France,FRA,2010,1.50088040274637,0.0095582080359104,100,0.0086624870281149,0.36723589599215,100,-2.932903684
France,FRA,2011,1.55137276231397,0.009991431352176,100,0.0099036109455951,0.339869803004296,100,4.41552961035308
France,FRA,2012,1.52594468949115,0.0118267853623421,100,0.0117568855108017,0.383420384947416,100,-8.623044902
France,FRA,2013,1.36140137870511,0.0092796566274641,100,0.0092421341125322,0.380682248494704,100,-1.803084853
France,FRA,2014,1.46154600121993,0.0070448141373565,100,0.0070175194531778,0.353224708192649,100,14.922258322173
France,FRA,2015,1.50360116027898,0.0039477471874151,100,0.0039467487584199,0.43440467977547,100,-0.119146846
France,FRA,2016,1.33798472564444,0.0030119925157513,100,0.0030109034584552,0.446420628406464,100,-12.89210365
France,FRA,2017,1.43496006533197,0.0040443362504081,100,0.0040425573061345,0.448121588283429,100,7.95716297829017
France,FRA,2018,1.53110170543578,0.0067705283922158,100,0.0067672503799471,0.421262600360954,100,3.74096956984971
France,FRA,2019,1.40828485472535,0.005434531803313,100,0.005434531803313,0.439650146125679,100,-2.36507413
France,FRA,2020,1.4604342657704,0.0256010714736678,100,0.0026441715603439,0.42499014332053,100,-7.013872296
Georgia,GEO,2008,8.13162847511651,0.44898801631487,100,0.055088933912185,1.01991947005803,60.7,-4.369044153
Georgia,GEO,2009,8.10130101189814,0.491221442906073,100,0.0347519240942889,1.44741954285038,62.8,-6.491037452
Georgia,GEO,2010,8.86598672626304,0.895224150789114,100,0.0305528240111228,1.26421853125762,66,16.3632344009265
Georgia,GEO,2011,9.73887160427603,1.35831736461303,100,0.0399109829653811,1.32466392177865,68.5,10.68201226
Georgia,GEO,2012,8.56565938989856,0.713219822181682,100,0.0366671001188446,1.3691689660206,71,-3.510864749
Georgia,GEO,2013,9.21478687624408,0.53766868756409,100,0.0299773153617784,1.50204035784248,74.2,15.6635946180277
